Checker	Path	Line	Column	Message	Tool	End_Line	End_Column
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2627	67	statement should be inside braces	clang_tidy	2627	67
hicpp-signed-bitwise	common.c	2631	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2631	13
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2631	18	8 is a magic number; consider replacing it with a named constant	clang_tidy	2631	18
hicpp-signed-bitwise	common.c	2634	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2634	12
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2634	17	8 is a magic number; consider replacing it with a named constant	clang_tidy	2634	17
readability-identifier-length	common.c	2640	27	parameter name 'wc' is too short, expected at least 3 characters	clang_tidy	2640	27
readability-identifier-length	common.c	2640	37	parameter name 'f' is too short, expected at least 3 characters	clang_tidy	2640	37
readability-isolate-declaration	common.c	2642	4	multiple declarations in a single statement reduces readability	clang_tidy	2642	23
cppcoreguidelines-init-variables	common.c	2642	8	variable 'c_trail' is not initialized	clang_tidy	2642	8
cppcoreguidelines-init-variables	common.c	2642	17	variable 'c_lead' is not initialized	clang_tidy	2642	17
hicpp-signed-bitwise	common.c	2645	23	use of a signed integer operand with a binary bitwise operator	clang_tidy	2645	33
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2645	28	0xff00 is a magic number; consider replacing it with a named constant	clang_tidy	2645	28
hicpp-signed-bitwise	common.c	2646	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2646	13
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2646	18	8 is a magic number; consider replacing it with a named constant	clang_tidy	2646	18
hicpp-signed-bitwise	common.c	2647	23	use of a signed integer operand with a binary bitwise operator	clang_tidy	2647	31
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2647	28	0xff is a magic number; consider replacing it with a named constant	clang_tidy	2647	28
hicpp-signed-bitwise	common.c	2649	22	use of a signed integer operand with a binary bitwise operator	clang_tidy	2649	32
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2649	27	0xff00 is a magic number; consider replacing it with a named constant	clang_tidy	2649	27
hicpp-signed-bitwise	common.c	2650	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2650	12
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2650	17	8 is a magic number; consider replacing it with a named constant	clang_tidy	2650	17
hicpp-signed-bitwise	common.c	2651	24	use of a signed integer operand with a binary bitwise operator	clang_tidy	2651	32
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2651	29	0xff is a magic number; consider replacing it with a named constant	clang_tidy	2651	29
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2655	65	statement should be inside braces	clang_tidy	2655	65
readability-function-cognitive-complexity	common.c	2661	8	function 'd2u_putwc' has cognitive complexity of 30 (threshold 25)	clang_tidy	2661	8
readability-identifier-length	common.c	2661	25	parameter name 'wc' is too short, expected at least 3 characters	clang_tidy	2661	25
readability-identifier-length	common.c	2661	35	parameter name 'f' is too short, expected at least 3 characters	clang_tidy	2661	35
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2663	20	8 is a magic number; consider replacing it with a named constant	clang_tidy	2663	20
cppcoreguidelines-init-variables	common.c	2666	11	variable 'len' is not initialized	clang_tidy	2666	11
readability-isolate-declaration	common.c	2672	6	multiple declarations in a single statement reduces readability	clang_tidy	2672	25
cppcoreguidelines-init-variables	common.c	2672	10	variable 'c_trail' is not initialized	clang_tidy	2672	10
cppcoreguidelines-init-variables	common.c	2672	19	variable 'c_lead' is not initialized	clang_tidy	2672	19
hicpp-signed-bitwise	common.c	2674	25	use of a signed integer operand with a binary bitwise operator	clang_tidy	2674	35
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2674	30	0xff00 is a magic number; consider replacing it with a named constant	clang_tidy	2674	30
hicpp-signed-bitwise	common.c	2675	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2675	15
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2675	20	8 is a magic number; consider replacing it with a named constant	clang_tidy	2675	20
hicpp-signed-bitwise	common.c	2676	25	use of a signed integer operand with a binary bitwise operator	clang_tidy	2676	33
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2676	30	0xff is a magic number; consider replacing it with a named constant	clang_tidy	2676	30
hicpp-signed-bitwise	common.c	2678	24	use of a signed integer operand with a binary bitwise operator	clang_tidy	2678	34
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2678	29	0xff00 is a magic number; consider replacing it with a named constant	clang_tidy	2678	29
hicpp-signed-bitwise	common.c	2679	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	2679	14
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2679	19	8 is a magic number; consider replacing it with a named constant	clang_tidy	2679	19
hicpp-signed-bitwise	common.c	2680	26	use of a signed integer operand with a binary bitwise operator	clang_tidy	2680	34
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2680	31	0xff is a magic number; consider replacing it with a named constant	clang_tidy	2680	31
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2682	65	statement should be inside braces	clang_tidy	2682	65
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2690	17	0xd800 is a magic number; consider replacing it with a named constant	clang_tidy	2690	17
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2690	36	0xdc00 is a magic number; consider replacing it with a named constant	clang_tidy	2690	36
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2690	54	0xdc00 is a magic number; consider replacing it with a named constant	clang_tidy	2690	54
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2690	72	0xe000 is a magic number; consider replacing it with a named constant	clang_tidy	2690	72
cert-err33-c	common.c	2691	7	the value returned by this function should be used	clang_tidy	2691	7
cert-err33-c	common.c	2692	7	the value returned by this function should be used	clang_tidy	2692	7
hicpp-signed-bitwise	common.c	2693	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2693	20
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2697	15	0xd800 is a magic number; consider replacing it with a named constant	clang_tidy	2697	15
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2697	32	0xdc00 is a magic number; consider replacing it with a named constant	clang_tidy	2697	32
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2702	15	0xdc00 is a magic number; consider replacing it with a named constant	clang_tidy	2702	15
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2702	32	0xe000 is a magic number; consider replacing it with a named constant	clang_tidy	2702	32
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2706	19	0xd800 is a magic number; consider replacing it with a named constant	clang_tidy	2706	19
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2706	39	0xdc00 is a magic number; consider replacing it with a named constant	clang_tidy	2706	39
cert-err33-c	common.c	2707	10	the value returned by this function should be used	clang_tidy	2707	10
cert-err33-c	common.c	2708	10	the value returned by this function should be used	clang_tidy	2708	10
hicpp-signed-bitwise	common.c	2709	10	use of a signed integer operand with a binary bitwise operator	clang_tidy	2709	23
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2744	17	0x10000 is a magic number; consider replacing it with a named constant	clang_tidy	2744	17
hicpp-signed-bitwise	common.c	2745	18	use of a signed integer operand with a binary bitwise operator	clang_tidy	2745	32
hicpp-signed-bitwise	common.c	2745	19	use of a signed integer operand with a binary bitwise operator	clang_tidy	2745	22
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2745	26	0x03FF is a magic number; consider replacing it with a named constant	clang_tidy	2745	26
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2745	37	10 is a magic number; consider replacing it with a named constant	clang_tidy	2745	37
hicpp-signed-bitwise	common.c	2746	19	use of a signed integer operand with a binary bitwise operator	clang_tidy	2746	23
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	common.c	2746	27	0x03FF is a magic number; consider replacing it with a named constant	clang_tidy	2746	27
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2757	30	statement should be inside braces	clang_tidy	2757	30
concurrency-mt-unsafe	common.c	2778	10	function is not thread safe	clang_tidy	2778	10
concurrency-mt-unsafe	common.c	2789	30	function is not thread safe	clang_tidy	2789	30
cert-err33-c	common.c	2790	9	the value returned by this function should be used	clang_tidy	2790	9
cert-err33-c	common.c	2791	9	the value returned by this function should be used	clang_tidy	2791	9
hicpp-signed-bitwise	common.c	2794	7	use of a signed integer operand with a binary bitwise operator	clang_tidy	2794	20
readability-else-after-return	common.c	2796	6	do not use 'else' after 'return'	clang_tidy	2796	6
cppcoreguidelines-init-variables	common.c	2797	14	variable 'i' is not initialized	clang_tidy	2797	14
readability-identifier-length	common.c	2797	14	variable name 'i' is too short, expected at least 3 characters	clang_tidy	2797	14
altera-id-dependent-backward-branch	common.c	2798	17	backward branch (for loop) is ID-dependent due to variable reference to 'len' and may cause performance degradation	clang_tidy	2798	17
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	common.c	2799	38	statement should be inside braces	clang_tidy	2799	38
bugprone-reserved-identifier,cert-dcl37-c,cert-dcl51-cpp	dos2unix.c	64	9	declaration uses identifier '__DOS2UNIX_C', which is a reserved identifier	clang_tidy	64	20
llvmlibc-restrict-system-libc-headers	dos2unix.c	73	1	system include langinfo.h not allowed	clang_tidy	73	22
cert-err33-c	dos2unix.c	79	3	the value returned by this function should be used	clang_tidy	79	3
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	84	28	2022 is a magic number; consider replacing it with a named constant	clang_tidy	84	28
bugprone-easily-swappable-parameters	dos2unix.c	89	24	2 adjacent parameters of 'StripDelimiterW' of similar type ('FILE *') are easily swapped by mistake	clang_tidy	89	48
cppcoreguidelines-init-variables	dos2unix.c	91	10	variable 'TempNextChar' is not initialized	clang_tidy	91	10
bugprone-assignment-in-if-condition	dos2unix.c	95	9	an assignment within an 'if' condition is bug-prone	clang_tidy	95	9
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	100	26	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	100	26
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	108	23	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	108	23
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	119	21	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	119	21
bugprone-easily-swappable-parameters	dos2unix.c	135	20	2 adjacent parameters of 'StripDelimiter' of similar type ('FILE *') are easily swapped by mistake	clang_tidy	135	44
cppcoreguidelines-init-variables	dos2unix.c	137	7	variable 'TempNextChar' is not initialized	clang_tidy	137	7
bugprone-assignment-in-if-condition	dos2unix.c	141	9	an assignment within an 'if' condition is bug-prone	clang_tidy	141	9
readability-function-cognitive-complexity	dos2unix.c	180	5	function 'ConvertDosToUnixW' has cognitive complexity of 103 (threshold 25)	clang_tidy	180	5
cppcoreguidelines-init-variables	dos2unix.c	183	12	variable 'TempChar' is not initialized	clang_tidy	183	12
cppcoreguidelines-init-variables	dos2unix.c	184	12	variable 'TempNextChar' is not initialized	clang_tidy	184	12
altera-unroll-loops	dos2unix.c	200	9	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	200	9
altera-id-dependent-backward-branch	dos2unix.c	200	16	backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation	clang_tidy	200	16
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	202	27	32 is a magic number; consider replacing it with a named constant	clang_tidy	202	27
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	203	28	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	203	28
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	204	28	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	204	28
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	205	28	0x09 is a magic number; consider replacing it with a named constant	clang_tidy	205	28
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	206	28	0x0c is a magic number; consider replacing it with a named constant	clang_tidy	206	28
hicpp-signed-bitwise	dos2unix.c	208	13	use of a signed integer operand with a binary bitwise operator	clang_tidy	208	26
hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	210	60	statement should be inside braces	clang_tidy	210	60
cert-err33-c	dos2unix.c	211	15	the value returned by this function should be used	clang_tidy	211	15
cert-err33-c	dos2unix.c	212	15	the value returned by this function should be used	clang_tidy	212	15
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	216	27	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	216	27
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	217	29	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	217	29
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	217	34	statement should be inside braces	clang_tidy	217	34
altera-unroll-loops	dos2unix.c	237	9	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	237	9
altera-id-dependent-backward-branch	dos2unix.c	237	16	backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation	clang_tidy	237	16
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	239	27	32 is a magic number; consider replacing it with a named constant	clang_tidy	239	27
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	240	28	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	240	28
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	241	28	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	241	28
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	242	28	0x09 is a magic number; consider replacing it with a named constant	clang_tidy	242	28
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	243	28	0x0c is a magic number; consider replacing it with a named constant	clang_tidy	243	28
hicpp-signed-bitwise	dos2unix.c	245	13	use of a signed integer operand with a binary bitwise operator	clang_tidy	245	26
hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	247	60	statement should be inside braces	clang_tidy	247	60
cert-err33-c	dos2unix.c	248	15	the value returned by this function should be used	clang_tidy	248	15
cert-err33-c	dos2unix.c	249	15	the value returned by this function should be used	clang_tidy	249	15
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	253	28	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	253	28
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	254	31	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	254	31
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	254	36	statement should be inside braces	clang_tidy	254	36
bugprone-assignment-in-if-condition	dos2unix.c	264	19	an assignment within an 'if' condition is bug-prone	clang_tidy	264	19
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	271	36	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	271	36
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	272	31	0x0d is a magic number; consider replacing it with a named constant	clang_tidy	272	31
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	280	27	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	280	27
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	288	29	0x0a is a magic number; consider replacing it with a named constant	clang_tidy	288	29
hicpp-signed-bitwise	dos2unix.c	309	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	309	22
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	309	51	statement should be inside braces	clang_tidy	309	51
cert-err33-c	dos2unix.c	312	7	the value returned by this function should be used	clang_tidy	312	7
cert-err33-c	dos2unix.c	313	7	the value returned by this function should be used	clang_tidy	313	7
readability-function-cognitive-complexity	dos2unix.c	323	5	function 'ConvertDosToUnix' has cognitive complexity of 106 (threshold 25)	clang_tidy	323	5
cppcoreguidelines-init-variables	dos2unix.c	326	9	variable 'TempChar' is not initialized	clang_tidy	326	9
cppcoreguidelines-init-variables	dos2unix.c	327	9	variable 'TempNextChar' is not initialized	clang_tidy	327	9
cppcoreguidelines-init-variables	dos2unix.c	328	10	variable 'ConvTable' is not initialized	clang_tidy	328	10
hicpp-signed-bitwise	dos2unix.c	362	9	use of a signed integer operand with a binary bitwise operator	clang_tidy	362	22
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	366	29	statement should be inside braces	clang_tidy	366	29
cert-err33-c	dos2unix.c	370	8	the value returned by this function should be used	clang_tidy	370	8
cert-err33-c	dos2unix.c	371	8	the value returned by this function should be used	clang_tidy	371	8
altera-unroll-loops	dos2unix.c	383	9	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	383	9
altera-id-dependent-backward-branch	dos2unix.c	383	16	backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation	clang_tidy	383	16
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	385	27	32 is a magic number; consider replacing it with a named constant	clang_tidy	385	27
hicpp-signed-bitwise	dos2unix.c	391	13	use of a signed integer operand with a binary bitwise operator	clang_tidy	391	26
hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	393	60	statement should be inside braces	clang_tidy	393	60
cert-err33-c	dos2unix.c	394	15	the value returned by this function should be used	clang_tidy	394	15
cert-err33-c	dos2unix.c	395	15	the value returned by this function should be used	clang_tidy	395	15
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	400	36	statement should be inside braces	clang_tidy	400	36
altera-unroll-loops	dos2unix.c	420	9	kernel performance could be improved by unrolling this loop with a '#pragma unroll' directive	clang_tidy	420	9
altera-id-dependent-backward-branch	dos2unix.c	420	16	backward branch (while loop) is ID-dependent due to variable reference to 'TempChar' and may cause performance degradation	clang_tidy	420	16
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	422	27	32 is a magic number; consider replacing it with a named constant	clang_tidy	422	27
hicpp-signed-bitwise	dos2unix.c	428	13	use of a signed integer operand with a binary bitwise operator	clang_tidy	428	26
hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	430	60	statement should be inside braces	clang_tidy	430	60
cert-err33-c	dos2unix.c	431	15	the value returned by this function should be used	clang_tidy	431	15
cert-err33-c	dos2unix.c	432	15	the value returned by this function should be used	clang_tidy	432	15
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	437	38	statement should be inside braces	clang_tidy	437	38
bugprone-assignment-in-if-condition	dos2unix.c	447	19	an assignment within an 'if' condition is bug-prone	clang_tidy	447	19
cert-err33-c	dos2unix.c	493	7	the value returned by this function should be used	clang_tidy	493	7
cert-err33-c	dos2unix.c	494	7	the value returned by this function should be used	clang_tidy	494	7
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	503	17	9 is a magic number; consider replacing it with a named constant	clang_tidy	503	17
cppcoreguidelines-init-variables	dos2unix.c	504	10	variable 'pFlag' is not initialized	clang_tidy	504	10
cppcoreguidelines-init-variables	dos2unix.c	505	9	variable 'ptr' is not initialized	clang_tidy	505	9
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	506	18	1024 is a magic number; consider replacing it with a named constant	clang_tidy	506	18
cppcoreguidelines-init-variables	dos2unix.c	507	7	variable 'ret' is not initialized	clang_tidy	507	7
cppcoreguidelines-init-variables	dos2unix.c	511	8	variable 'argc_new' is not initialized	clang_tidy	511	8
cppcoreguidelines-init-variables	dos2unix.c	512	10	variable 'argv_new' is not initialized	clang_tidy	512	10
cppcoreguidelines-avoid-magic-numbers,readability-magic-numbers	dos2unix.c	518	12	8 is a magic number; consider replacing it with a named constant	clang_tidy	518	12
concurrency-mt-unsafe	dos2unix.c	522	10	function is not thread safe	clang_tidy	522	10
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	523	20	statement should be inside braces	clang_tidy	523	20
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	526	43	statement should be inside braces	clang_tidy	526	43
cert-err33-c	dos2unix.c	529	10	the value returned by this function should be used	clang_tidy	529	10
cert-err33-c	dos2unix.c	530	10	the value returned by this function should be used	clang_tidy	530	10
cert-err33-c	dos2unix.c	545	4	the value returned by this function should be used	clang_tidy	545	25
concurrency-mt-unsafe	dos2unix.c	545	4	function is not thread safe	clang_tidy	545	4
cert-err33-c	dos2unix.c	558	5	the value returned by this function should be used	clang_tidy	558	5
cert-err33-c	dos2unix.c	559	5	the value returned by this function should be used	clang_tidy	559	5
concurrency-mt-unsafe	dos2unix.c	559	39	function is not thread safe	clang_tidy	559	39
bugprone-assignment-in-if-condition	dos2unix.c	565	10	an assignment within an 'if' condition is bug-prone	clang_tidy	565	10
bugprone-assignment-in-if-condition	dos2unix.c	565	50	an assignment within an 'if' condition is bug-prone	clang_tidy	565	50
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	565	87	statement should be inside braces	clang_tidy	565	87
google-readability-braces-around-statements,hicpp-braces-around-statements,readability-braces-around-statements	dos2unix.c	567	7	statement should be inside braces	clang_tidy	567	7
