Checker,Path,Line,Column,Message,tool,checker,rule
unusedStructMember,src/3rdparty/sqlite3.c,128435,9,"struct member 'sqlite3_api_routines::create_module_v2' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128438,9,"struct member 'sqlite3_api_routines::bind_zeroblob' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128439,9,"struct member 'sqlite3_api_routines::blob_bytes' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128440,9,"struct member 'sqlite3_api_routines::blob_close' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128441,9,"struct member 'sqlite3_api_routines::blob_open' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128443,9,"struct member 'sqlite3_api_routines::blob_read' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128444,9,"struct member 'sqlite3_api_routines::blob_write' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128445,9,"struct member 'sqlite3_api_routines::create_collation_v2' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128448,9,"struct member 'sqlite3_api_routines::file_control' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128449,19,"struct member 'sqlite3_api_routines::memory_highwater' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128450,19,"struct member 'sqlite3_api_routines::memory_used' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128451,20,"struct member 'sqlite3_api_routines::mutex_alloc' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128452,10,"struct member 'sqlite3_api_routines::mutex_enter' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128453,10,"struct member 'sqlite3_api_routines::mutex_free' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128454,10,"struct member 'sqlite3_api_routines::mutex_leave' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128455,9,"struct member 'sqlite3_api_routines::mutex_try' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128456,9,"struct member 'sqlite3_api_routines::open_v2' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128457,9,"struct member 'sqlite3_api_routines::release_memory' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128458,10,"struct member 'sqlite3_api_routines::result_error_nomem' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128459,10,"struct member 'sqlite3_api_routines::result_error_toobig' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128460,9,"struct member 'sqlite3_api_routines::sleep' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128461,10,"struct member 'sqlite3_api_routines::soft_heap_limit' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128462,18,"struct member 'sqlite3_api_routines::vfs_find' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128463,9,"struct member 'sqlite3_api_routines::vfs_register' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128464,9,"struct member 'sqlite3_api_routines::vfs_unregister' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128465,9,"struct member 'sqlite3_api_routines::xthreadsafe' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128466,10,"struct member 'sqlite3_api_routines::result_zeroblob' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128467,10,"struct member 'sqlite3_api_routines::result_error_code' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128468,9,"struct member 'sqlite3_api_routines::test_control' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128469,10,"struct member 'sqlite3_api_routines::randomness' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128470,14,"struct member 'sqlite3_api_routines::context_db_handle' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128471,9,"struct member 'sqlite3_api_routines::extended_result_codes' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128472,9,"struct member 'sqlite3_api_routines::limit' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128473,19,"struct member 'sqlite3_api_routines::next_stmt' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128474,17,"struct member 'sqlite3_api_routines::sql' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128475,9,"struct member 'sqlite3_api_routines::status' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128476,9,"struct member 'sqlite3_api_routines::backup_finish' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128477,21,"struct member 'sqlite3_api_routines::backup_init' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128478,9,"struct member 'sqlite3_api_routines::backup_pagecount' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128479,9,"struct member 'sqlite3_api_routines::backup_remaining' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128480,9,"struct member 'sqlite3_api_routines::backup_step' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128481,17,"struct member 'sqlite3_api_routines::compileoption_get' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128482,9,"struct member 'sqlite3_api_routines::compileoption_used' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128483,9,"struct member 'sqlite3_api_routines::create_function_v2' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128488,9,"struct member 'sqlite3_api_routines::db_config' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128489,20,"struct member 'sqlite3_api_routines::db_mutex' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128490,9,"struct member 'sqlite3_api_routines::db_status' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128491,9,"struct member 'sqlite3_api_routines::extended_errcode' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128492,10,"struct member 'sqlite3_api_routines::log' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128493,19,"struct member 'sqlite3_api_routines::soft_heap_limit64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128494,17,"struct member 'sqlite3_api_routines::sourceid' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128495,9,"struct member 'sqlite3_api_routines::stmt_status' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128496,9,"struct member 'sqlite3_api_routines::strnicmp' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128497,9,"struct member 'sqlite3_api_routines::unlock_notify' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128498,9,"struct member 'sqlite3_api_routines::wal_autocheckpoint' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128499,9,"struct member 'sqlite3_api_routines::wal_checkpoint' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128500,11,"struct member 'sqlite3_api_routines::wal_hook' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128501,9,"struct member 'sqlite3_api_routines::blob_reopen' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128502,9,"struct member 'sqlite3_api_routines::vtab_config' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128503,9,"struct member 'sqlite3_api_routines::vtab_on_conflict' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128505,9,"struct member 'sqlite3_api_routines::close_v2' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128506,17,"struct member 'sqlite3_api_routines::db_filename' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128507,9,"struct member 'sqlite3_api_routines::db_readonly' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128508,9,"struct member 'sqlite3_api_routines::db_release_memory' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128509,17,"struct member 'sqlite3_api_routines::errstr' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128510,9,"struct member 'sqlite3_api_routines::stmt_busy' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128511,9,"struct member 'sqlite3_api_routines::stmt_readonly' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128512,9,"struct member 'sqlite3_api_routines::stricmp' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128513,9,"struct member 'sqlite3_api_routines::uri_boolean' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128514,19,"struct member 'sqlite3_api_routines::uri_int64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128515,17,"struct member 'sqlite3_api_routines::uri_parameter' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128516,11,"struct member 'sqlite3_api_routines::xvsnprintf' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128517,9,"struct member 'sqlite3_api_routines::wal_checkpoint_v2' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128519,9,"struct member 'sqlite3_api_routines::auto_extension' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128520,9,"struct member 'sqlite3_api_routines::bind_blob64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128522,9,"struct member 'sqlite3_api_routines::bind_text64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128524,9,"struct member 'sqlite3_api_routines::cancel_auto_extension' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128525,9,"struct member 'sqlite3_api_routines::load_extension' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128526,11,"struct member 'sqlite3_api_routines::malloc64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128527,20,"struct member 'sqlite3_api_routines::msize' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128528,11,"struct member 'sqlite3_api_routines::realloc64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128529,10,"struct member 'sqlite3_api_routines::reset_auto_extension' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128530,10,"struct member 'sqlite3_api_routines::result_blob64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128532,10,"struct member 'sqlite3_api_routines::result_text64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128534,9,"struct member 'sqlite3_api_routines::strglob' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128536,20,"struct member 'sqlite3_api_routines::value_dup' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128537,10,"struct member 'sqlite3_api_routines::value_free' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128538,9,"struct member 'sqlite3_api_routines::result_zeroblob64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128539,9,"struct member 'sqlite3_api_routines::bind_zeroblob64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128541,18,"struct member 'sqlite3_api_routines::value_subtype' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128542,10,"struct member 'sqlite3_api_routines::result_subtype' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128544,9,"struct member 'sqlite3_api_routines::status64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128545,9,"struct member 'sqlite3_api_routines::strlike' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128546,9,"struct member 'sqlite3_api_routines::db_cacheflush' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128548,9,"struct member 'sqlite3_api_routines::system_errno' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128550,9,"struct member 'sqlite3_api_routines::trace_v2' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128551,11,"struct member 'sqlite3_api_routines::expanded_sql' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128553,10,"struct member 'sqlite3_api_routines::set_last_insert_rowid' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128555,9,"struct member 'sqlite3_api_routines::prepare_v3' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128557,9,"struct member 'sqlite3_api_routines::prepare16_v3' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128559,9,"struct member 'sqlite3_api_routines::bind_pointer' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128560,10,"struct member 'sqlite3_api_routines::result_pointer' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128561,11,"struct member 'sqlite3_api_routines::value_pointer' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128562,9,"struct member 'sqlite3_api_routines::vtab_nochange' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128563,9,"struct member 'sqlite3_api_routines::value_nochange' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128564,17,"struct member 'sqlite3_api_routines::vtab_collation' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128566,9,"struct member 'sqlite3_api_routines::keyword_count' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128567,9,"struct member 'sqlite3_api_routines::keyword_name' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128568,9,"struct member 'sqlite3_api_routines::keyword_check' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128569,18,"struct member 'sqlite3_api_routines::str_new' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128570,11,"struct member 'sqlite3_api_routines::str_finish' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128571,10,"struct member 'sqlite3_api_routines::str_appendf' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128572,10,"struct member 'sqlite3_api_routines::str_vappendf' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128573,10,"struct member 'sqlite3_api_routines::str_append' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128574,10,"struct member 'sqlite3_api_routines::str_appendall' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128575,10,"struct member 'sqlite3_api_routines::str_appendchar' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128576,10,"struct member 'sqlite3_api_routines::str_reset' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128577,9,"struct member 'sqlite3_api_routines::str_errcode' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128578,9,"struct member 'sqlite3_api_routines::str_length' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128579,11,"struct member 'sqlite3_api_routines::str_value' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128581,9,"struct member 'sqlite3_api_routines::create_window_function' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128588,17,"struct member 'sqlite3_api_routines::normalized_sql' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128590,9,"struct member 'sqlite3_api_routines::stmt_isexplain' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128591,9,"struct member 'sqlite3_api_routines::value_frombind' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128593,9,"struct member 'sqlite3_api_routines::drop_modules' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128595,19,"struct member 'sqlite3_api_routines::hard_heap_limit64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128596,17,"struct member 'sqlite3_api_routines::uri_key' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128597,17,"struct member 'sqlite3_api_routines::filename_database' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128598,17,"struct member 'sqlite3_api_routines::filename_journal' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128599,17,"struct member 'sqlite3_api_routines::filename_wal' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128601,11,"struct member 'sqlite3_api_routines::create_filename' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128603,10,"struct member 'sqlite3_api_routines::free_filename' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128604,19,"struct member 'sqlite3_api_routines::database_file_object' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128606,9,"struct member 'sqlite3_api_routines::txn_state' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128608,19,"struct member 'sqlite3_api_routines::changes64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128609,19,"struct member 'sqlite3_api_routines::total_changes64' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128611,9,"struct member 'sqlite3_api_routines::autovacuum_pages' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128615,9,"struct member 'sqlite3_api_routines::error_offset' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128616,9,"struct member 'sqlite3_api_routines::vtab_rhs_value' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128617,9,"struct member 'sqlite3_api_routines::vtab_distinct' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128618,9,"struct member 'sqlite3_api_routines::vtab_in' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128619,9,"struct member 'sqlite3_api_routines::vtab_in_first' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,128620,9,"struct member 'sqlite3_api_routines::vtab_in_next' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,147282,17,"struct member 'WhereLoopBuilder::bldFlags2' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,src/3rdparty/sqlite3.c,161873,7,"union member 'YYMINORTYPE::yyinit' is never used.",cppcheck,unusedStructMember,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,38686,18,"Variable 'nWrite' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,58702,10,"Variable 'rc' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,66992,13,"Variable 'pIdxKey' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,71550,10,"Variable 'rc' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,77402,15,"Variable 'pgszSrc' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,77403,16,"Variable 'pgszDest' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,82654,12,"Variable 'zSuper' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,98648,10,"Variable 'rc' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,100512,10,"Variable 'pDup' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,134944,9,"Variable 'pOp' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,136566,11,"Variable 'v' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,136567,14,"Variable 'iLimit' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,143128,15,"Variable 'pWhen' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,156135,19,"Variable 'mPrereq' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,167847,9,"Variable 'n' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
unreadVariable,src/3rdparty/sqlite3.c,195726,21,"Variable 'zRoot' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
ConfigurationNotChecked,src/3rdparty/sqlite3.c,38175,0,"Skipping configuration 'DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;NDEBUG=1;EDEVERR' since the value of 'EDEVERR' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,src/3rdparty/sqlite3.c,35468,0,"Skipping configuration 'DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;NDEBUG=1;EINTR' since the value of 'EINTR' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,src/3rdparty/sqlite3.c,35632,0,"Skipping configuration 'DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;NDEBUG=1;EINTR' since the value of 'EINTR' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,src/3rdparty/sqlite3.c,35656,0,"Skipping configuration 'DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;NDEBUG=1;EINTR' since the value of 'EINTR' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,src/3rdparty/sqlite3.c,38097,0,"Skipping configuration 'DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;NDEBUG=1;EINTR' since the value of 'EINTR' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,src/3rdparty/sqlite3.c,38223,0,"Skipping configuration 'DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;NDEBUG=1;EINTR' since the value of 'EINTR' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,src/3rdparty/sqlite3.c,41478,0,"Skipping configuration 'DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;NDEBUG=1;EINTR' since the value of 'EINTR' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,src/3rdparty/sqlite3.c,38172,0,"Skipping configuration 'DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;NDEBUG=1;ENXIO' since the value of 'ENXIO' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,src/3rdparty/sqlite3.c,36164,0,"Skipping configuration 'DOCTEST_CONFIG_SUPER_FAST_ASSERTS=1;NDEBUG=1;EOVERFLOW;SQLITE_DISABLE_LFS' since the value of 'EOVERFLOW' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
