Checker,Path,Line,Column,Message,tool,checker,rule
shadowVariable,reftable/record.c,418,7,"Local variable 'n' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,reftable/record.c,551,7,"Local variable 'n' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,reftable/record.c,601,7,"Local variable 'n' shadows outer variable",cppcheck,shadowVariable,DCL01-C
constParameter,reftable/record.c,245,45,"Parameter 'src' can be declared as pointer to const",cppcheck,constParameter,DCL00-C
uselessAssignmentArg,builtin/difftool.c,722,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
shadowVariable,builtin/difftool.c,478,31,"Local variable 'entry' shadows outer variable",cppcheck,shadowVariable,DCL01-C
nullPointerRedundantCheck,builtin/push.c,671,6,"Either the condition '!remote' is redundant or there is possible null pointer dereference: remote.",cppcheck,nullPointerRedundantCheck,EXP34-C
variableScope,builtin/push.c,426,6,"The scope of the variable 'i' can be reduced.",cppcheck,variableScope,DCL19-C
shadowVariable,builtin/push.c,465,7,"Local variable 'recurse_submodules' shadows outer variable",cppcheck,shadowVariable,DCL01-C
clarifyCondition,builtin/config.c,306,20,"Boolean result is used in bitwise operation. Clarify expression with parentheses.",cppcheck,clarifyCondition,NONE
shadowVariable,builtin/config.c,190,13,"Local variable 'term' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,builtin/config.c,203,13,"Local variable 'term' shadows outer variable",cppcheck,shadowVariable,DCL01-C
variableScope,builtin/interpret-trailers.c,47,27,"The scope of the variable 'item' can be reduced.",cppcheck,variableScope,DCL19-C
shadowFunction,builtin/merge-tree.c,415,22,"Local variable 'result' shadows outer function",cppcheck,shadowFunction,DCL01-C
shadowFunction,builtin/merge-tree.c,535,8,"Local variable 'result' shadows outer function",cppcheck,shadowFunction,DCL01-C
unusedStructMember,xdiff/xhistogram.c,65,8,"struct member 'histindex::key_shift' is never used.",cppcheck,unusedStructMember,MSC13-C
nullPointerArithmeticRedundantCheck,builtin/am.c,1371,27,"Either the condition '!msg' is redundant or there is pointer arithmetic with NULL pointer.",cppcheck,nullPointerArithmeticRedundantCheck,EXP34-C
shadowVariable,builtin/am.c,1857,18,"Local variable 'sb' shadows outer variable",cppcheck,shadowVariable,DCL01-C
knownConditionTrueFalse,builtin/clean.c,778,7,"Condition '!eof' is always true",cppcheck,knownConditionTrueFalse,MSC07-C
variableScope,builtin/clean.c,289,14,"The scope of the variable 'qname' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/clean.c,672,18,"The scope of the variable 'ignore_list' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/clean.c,674,23,"The scope of the variable 'pl' can be reduced.",cppcheck,variableScope,DCL19-C
nullPointerRedundantCheck,reftable/block.c,445,40,"Either the condition 'blockp' is redundant or there is possible null pointer dereference: blockp.",cppcheck,nullPointerRedundantCheck,EXP34-C
variableScope,builtin/fsck.c,470,17,"The scope of the variable 'obj' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/fsck.c,894,13,"The scope of the variable 'total' can be reduced.",cppcheck,variableScope,DCL19-C
shadowVariable,builtin/rebase.c,1425,7,"Local variable 'i' shadows outer variable",cppcheck,shadowVariable,DCL01-C
shadowVariable,builtin/rebase.c,1464,7,"Local variable 'i' shadows outer variable",cppcheck,shadowVariable,DCL01-C
clarifyCalculation,builtin/rebase.c,329,41,"Clarify calculation precedence for '&' and '?'.",cppcheck,clarifyCalculation,NONE
constParameter,builtin/rebase.c,856,45,"Parameter 'from' can be declared as pointer to const",cppcheck,constParameter,DCL00-C
uselessAssignmentPtrArg,builtin/fast-import.c,2504,4,"Assignment of function parameter has no effect outside the function. Did you forget dereferencing it?",cppcheck,uselessAssignmentPtrArg,MSC12-C
nullPointerRedundantCheck,builtin/fast-import.c,1286,31,"Either the condition '!c' is redundant or there is possible null pointer dereference: c.",cppcheck,nullPointerRedundantCheck,EXP34-C
nullPointerRedundantCheck,builtin/fast-import.c,2548,22,"Either the condition '!buf' is redundant or there is possible null pointer dereference: buf.",cppcheck,nullPointerRedundantCheck,EXP34-C
nullPointerRedundantCheck,builtin/fast-import.c,3332,3,"Either the condition '!f' is redundant or there is possible null pointer dereference: f.",cppcheck,nullPointerRedundantCheck,EXP34-C
nullPointerArithmeticRedundantCheck,builtin/fast-import.c,1274,19,"Either the condition '!buf' is redundant or there is pointer arithmetic with NULL pointer.",cppcheck,nullPointerArithmeticRedundantCheck,EXP34-C
nullPointerArithmeticRedundantCheck,builtin/fast-import.c,3333,3,"Either the condition '!f' is redundant or there is pointer arithmetic with NULL pointer.",cppcheck,nullPointerArithmeticRedundantCheck,EXP34-C
redundantAssignment,builtin/fast-import.c,1933,6,"Variable 'num' is reassigned a value before the old one has been used.",cppcheck,redundantAssignment,MSC13-C
variableScope,builtin/fast-import.c,727,21,"The scope of the variable 'a' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/fast-import.c,2099,21,"The scope of the variable 'e' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/fast-import.c,2100,18,"The scope of the variable 'tmp_hex_oid_len' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/fast-import.c,2100,35,"The scope of the variable 'tmp_fullpath_len' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/fast-import.c,3090,35,"The scope of the variable 'top' can be reduced.",cppcheck,variableScope,DCL19-C
shadowFunction,builtin/fast-import.c,1089,29,"Local variable 'checkpoint' shadows outer function",cppcheck,shadowFunction,DCL01-C
unreadVariable,builtin/fast-import.c,2799,22,"Variable 'from_mark' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
va_end_missing,builtin/fast-import.c,429,1,"va_list 'cp' was opened but not closed by va_end().",cppcheck,va_end_missing,DCL11-C
ConfigurationNotChecked,builtin/fast-import.c,452,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;SIGUSR1' since the value of 'SIGUSR1' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
constParameter,compat/obstack.c,315,48,"Parameter 'obj' can be declared as pointer to const",cppcheck,constParameter,DCL00-C
unusedStructMember,compat/obstack.c,61,13,"union member 'fooround::i' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,compat/obstack.c,62,15,"union member 'fooround::d' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,compat/obstack.c,63,9,"union member 'fooround::p' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,compat/obstack.c,67,8,"struct member 'fooalign::c' is never used.",cppcheck,unusedStructMember,MSC13-C
unusedStructMember,compat/obstack.c,68,18,"struct member 'fooalign::u' is never used.",cppcheck,unusedStructMember,MSC13-C
ConfigurationNotChecked,compat/obstack.h,161,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,compat/obstack.c,171,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,compat/obstack.c,220,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,compat/obstack.c,263,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,compat/obstack.c,290,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;__PTRDIFF_TYPE__' since the value of '__PTRDIFF_TYPE__' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
variableScope,builtin/diff-tree.c,110,7,"The scope of the variable 'line' can be reduced.",cppcheck,variableScope,DCL19-C
uselessAssignmentArg,builtin/stash.c,810,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
uselessAssignmentArg,builtin/stash.c,1739,4,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
shadowVariable,builtin/stash.c,1677,25,"Local variable 'cp' shadows outer variable",cppcheck,shadowVariable,DCL01-C
unreadVariable,builtin/stash.c,1739,8,"Variable 'argc' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
ConfigurationNotChecked,git-compat-util.h,1336,0,"Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATH=/proc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;ETC_GITCONFIG=/usr/local/etc/gitconfig;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.",cppcheck,ConfigurationNotChecked,NONE
uselessAssignmentArg,builtin/sparse-checkout.c,455,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
uselessAssignmentArg,builtin/sparse-checkout.c,863,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
uselessAssignmentArg,builtin/sparse-checkout.c,900,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
variableScope,builtin/sparse-checkout.c,791,6,"The scope of the variable 'default_patterns_nr' can be reduced.",cppcheck,variableScope,DCL19-C
unreadVariable,builtin/sparse-checkout.c,863,7,"Variable 'argc' is assigned a value that is never used.",cppcheck,unreadVariable,MSC13-C
shadowVariable,builtin/fetch-pack.c,242,7,"Local variable 'i' shadows outer variable",cppcheck,shadowVariable,DCL01-C
variableScope,builtin/check-ignore.c,74,14,"The scope of the variable 'full_path' can be reduced.",cppcheck,variableScope,DCL19-C
variableScope,builtin/check-ignore.c,77,23,"The scope of the variable 'pattern' can be reduced.",cppcheck,variableScope,DCL19-C
varFuncNullUB,builtin/revert.c,182,77,"Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.",cppcheck,varFuncNullUB,MSC15-C
varFuncNullUB,builtin/revert.c,196,29,"Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.",cppcheck,varFuncNullUB,MSC15-C
unknownMacro,builtin/repack.c,522,3,"There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.",cppcheck,unknownMacro,NONE
uselessAssignmentArg,builtin/diagnose.c,32,2,"Assignment of function parameter has no effect outside the function.",cppcheck,uselessAssignmentArg,MSC12-C
